319.3,28536
319.3,30799
319.3,34725
319.3,41474
319.35,17172
319.3,8089
319.4,10156
319.4,11846
319.4,13843
319.4,18081
319.4,18975
319.4,21096
319.4,24930
319.4,47479
319.45,14232
319.45,16630
319.4,52645
319.45,37480
319.5,12095
319.5,16346
319.5,197206
319.5,22041
319.5,23166
319.5,41606
319.55,16123
319.55,21033
319.5,5587035
319.5,59709
319.5,8522
319.6,108609
319.6,13592
319.6,14592
319.6,14920
319.65,13590
319.65,29839
319.65,35094
319.6,6328
319.7,24080
319.75,15662
319.75,34922
319.75,35743
319.75,35923
319.75,42477
319.75,53197
319.75,6633
319.7,7193
319.8,11474
319.8,119200
319.8,12820
319.8,14800
319.8,15145
319.8,17985
319.8,21863
319.8,33036
319.8,35061
319.8,38157
319.8,44459
319.85,12978
319.85,32929
319.85,33704
319.85,35129
319.85,37962
319.85,38074
319.85,39967
319.85,41973
319.85,45091
319.85,50029
319.8,62108
319.8,8754
319.8,9313
319.9,132530
319.9,13888
319.9,15278
319.9,15475
319.9,15959
319.9,17163
319.9,24163
319.9,26231
319.9,31257
319.9,34425
319.9,36234
319.9,36782
319.9,38323
319.9,43654
319.95,10115
319.95,19361
319.95,25861
319.95,25915
319.95,26035
319.95,26548
319.95,28017
319.95,28080
319.95,29715
319.95,31094
319.95,31738
319.95,33387
319.95,35813
319.95,35970
319.95,36130
319.95,36216
319.95,36825
319.95,38365
319.95,44612
319.95,4932
319.95,7045
319.95,8274
319.95,8698
319.9,6099
319.9,76153
319.9,85992
320.0,10197
320.0,10482
320.0,10758
320.0,10979
320.0,11143
320.0,11731
320.0,11768
320.0,11868
320.0,12148
320.0,12776
320.0,12787
320.0,13134
320.0,13168
320.0,13188
320.0,13343
320.0,13581
320.0,14305
320.0,15114
320.0,15891
320.0,15919
320.0,16126
320.0,164556
320.0,16710
320.0,17045
320.0,180212
320.0,18516
320.0,18563
320.0,19070
320.0,19390
320.0,19422
320.0,19464
320.0,19514
320.0,19740
320.0,19903
320.0,20276
320.0,20705
320.0,21095
320.0,21445
320.0,22628
320.0,22710
320.0,23244
320.0,23335
320.0,24089
320.0,24893
320.0,25663
320.0,26167
320.0,26566
320.0,27206
320.0,276034
320.0,28626
320.0,30467
320.0,31135
320.0,32755
320.0,33142
320.0,36377
320.0,36502
320.0,38037
320.0,38129
320.0,38130
320.0,38248
320.0,39189
320.0,43069
320.0,44553
320.0,45480
320.0,45880
320.05,10014
320.05,10297
320.05,11094
320.05,11153
320.05,11370
320.05,12109
320.05,12445
320.05,134949
320.05,14401
320.05,15705
320.0,5162
320.05,16464
320.05,16666
320.05,18077
320.05,181007
320.05,19192
320.05,19355
320.05,196329
320.05,19906
320.05,20333
320.05,20340
320.05,20957
320.05,21375
320.05,23592
320.05,23996
320.05,24936
320.05,25878
320.05,25884
320.05,28702
320.05,29044
320.05,30174
320.05,32906
320.0,5332997
320.05,35210
320.05,37775
320.05,44753
320.05,45222
320.05,53219
320.05,5327
320.05,57984
320.05,61458
320.05,6258
320.05,6298
320.05,64133
320.05,6833
320.05,7664
320.05,7976
320.05,81506
320.0,58379
320.05,9086
320.05,9147
320.05,9492
320.05,9695
320.0,67069
320.0,68676
320.0,7067
320.0,73112
320.0,7341
320.0,7599
320.0,77820
320.0,8203
320.0,825788
320.0,8653
320.0,8851
320.0,9170
320.0,9851
320.0,9933
320.1,100752
320.1,10125
320.1,10309
320.1,108095
320.1,11204
320.1,11457
320.1,11538
320.1,11667
320.1,12112
320.1,12502
320.1,13654
320.1,141584
320.1,16242
320.1,16289
320.1,16454
320.1,16925
320.1,18272
320.1,19201
320.1,21706
320.1,22574
320.1,23222
320.1,23337
320.1,26207
320.1,28510
320.1,28679
320.1,302387
320.1,309922
320.1,35599
320.1,35809
320.1,35990
320.1,36136
320.1,37659
320.1,38090
320.1,392919
320.1,46258
320.1,46339
320.1,486563
320.15,12663
320.15,14205
320.15,14849
320.15,15233
320.15,15538
